id,highway,maxspeed,lit,sidewalk,n_nodes,lat,lon,safety_score
4354938,service,,,,7,12.989564271428572,77.6354972142857,50
4354952,footway,,no,,35,12.982975588571428,77.6182135,50
8294886,tertiary,,,,5,12.98412334,77.57823184,54
8680571,secondary,,,separate,26,12.948909892307691,77.62018736153847,48
8681388,primary,,yes,,15,12.96613342,77.61516760666667,60
8681855,primary,,,separate,5,12.95507326,77.58561108,50
8687347,residential,,,,4,12.960768575,77.589043,55
15802887,primary,,,,8,12.9605203875,77.6417083125,45
22562303,primary,,yes,separate,3,12.952198966666666,77.59071110000001,65
22893740,primary,,yes,,5,12.96780506,77.58791292,65
23000429,residential,,,,4,12.95781315,77.6037978,55
23001158,residential,,,,4,12.9586496,77.603823275,55
23001159,residential,,,,4,12.958178275,77.60447852499999,55
23004003,residential,,,,2,12.95646455,77.60532595000001,55
23004004,residential,,,,7,12.956310885714286,77.6048627142857,50
23004005,residential,,,,4,12.958641775,77.60313885,55
23018325,tertiary,30.0,,separate,3,12.962395266666666,77.59515693333333,74
23029249,residential,20.0,,,6,12.96310095,77.60023626666667,70
23029251,tertiary,40.0,yes,separate,10,12.96446033,77.60102541,74
23029256,footway,,yes,,6,12.963187233333334,77.60174538333332,75
23029257,footway,,yes,,21,12.963528271428572,77.60174191904761,75
23029258,footway,,yes,,3,12.963499766666668,77.602006,80
23029259,footway,,yes,,3,12.963761933333332,77.6017698,80
23029260,footway,,yes,,4,12.96356125,77.60138512500001,80
23029261,footway,,yes,,17,12.963496047058824,77.60171980588235,75
23029262,footway,,yes,,9,12.963562677777778,77.60167627777778,75
23029263,residential,,,,3,12.963865666666663,77.60636026666667,55
23029264,tertiary,,,,13,12.955335015384616,77.60337379230769,49
23029265,residential,,,,3,12.961751633333334,77.59888236666667,55
23029281,tertiary,,yes,separate,19,12.967449689473684,77.6032517368421,64
23029282,residential,,,,15,12.962741206666667,77.60304840666666,50
23029283,residential,,,,7,12.964624,77.60250212857143,50
23029284,secondary,,,both,16,12.96996383125,77.60656420625,58
23029690,secondary_link,,,,6,12.972172666666664,77.60720705,50
23029691,residential,,,,8,12.97387685,77.6094249,50
23029696,secondary,25.0,,separate,14,12.972432728571428,77.60388052142856,68
23029699,unclassified,,,separate,7,12.974402357142855,77.60293437142856,50
23029701,tertiary,25.0,,separate,22,12.969916445454546,77.60064548181818,69
23029705,tertiary,,,separate,11,12.973177663636363,77.60010973636363,49
23029706,tertiary,,,,8,12.972935125,77.601196775,49
23029710,tertiary,,,,20,12.97130559,77.596393225,49
23029715,residential,,,,8,12.975537225,77.6007415375,50
23029716,primary_link,,,separate,5,12.971421420000002,77.60686212,55
23030048,residential,,,,3,12.964499033333333,77.60120736666666,55
23030050,residential,,,,4,12.962160075,77.59818250000001,55
23030052,residential,,,,7,12.964367342857145,77.59802077142857,50
23030057,residential,,,,11,12.963636427272728,77.6042966909091,50
23030059,residential,,,,8,12.961572875,77.604061475,50
23036323,primary,,,,9,12.956337988888889,77.5810773888889,45
23038845,residential,,,,5,12.9603674,77.60266440000001,55
23038847,residential,,,,2,12.96513715,77.60316295,55
23038848,residential,,,both,8,12.9618219875,77.6019988625,60
23046218,trunk,40.0,,,42,12.956348254761906,77.54868817857144,50
23054647,secondary,,,,10,12.95298867,77.57995414,48
23075565,secondary,,,,8,12.9590036875,77.5673194375,48
23075568,tertiary,,,separate,5,12.959669600000002,77.56946908,54
23076199,secondary,,,,14,12.960400971428571,77.56522467142858,48
23076215,primary,,,separate,15,12.95701832,77.56353269333334,45
23076275,tertiary,,,separate,11,12.987823627272729,77.59127102727273,49
23076279,tertiary,,,separate,6,12.984110833333332,77.59748226666666,49
23076481,trunk,40.0,,,16,12.9616327125,77.56125655625,50
23076485,residential,,,,17,12.961991152941176,77.57861935294117,50
23076580,tertiary,,,,10,12.96378977,77.55727981,49
23076585,tertiary,,,,24,12.9643023,77.552056075,49
23076732,residential,,,,10,12.958591770000002,77.56590781999999,50
23076738,residential,,,,11,12.959034472727271,77.5607920090909,50
23076744,primary,,,,3,12.960650433333331,77.55919613333333,50
23076753,residential,,,,7,12.962304557142858,77.57109314285715,50
23076761,residential,,,,19,12.958685773684213,77.56331705789474,50
23076763,residential,,,,10,12.95489447,77.56261817,50
23076764,residential,,,,27,12.952643662962965,77.5617922,50
23076814,residential,,,,8,12.9510883875,77.5778420375,50
23076821,tertiary,,,,8,12.949799725,77.574891075,49
23076825,tertiary,,,,18,12.953082055555557,77.5748203,49
23076833,tertiary,,,,15,12.953971046666668,77.57840972000001,49
23076882,tertiary,,,,14,12.960286257142856,77.5786937,49
23076886,tertiary,,,,4,12.9589772,77.5795548,54
23076891,secondary,,,,3,12.958941733333331,77.57740336666667,53
23076897,tertiary,,,,8,12.960557975,77.57677452499999,49
23076921,secondary,,,,4,12.96432015,77.584027275,53
23076927,primary,,yes,separate,30,12.97002883,77.58483165999999,60
23076955,unclassified,25.0,,left,4,12.969159375,77.58908389999999,85
23078156,secondary,,,,4,12.950702075,77.595869675,53
23078195,residential,,,,7,12.949492285714284,77.59531727142857,50
23078198,residential,,,,2,12.95111525,77.59244899999999,55
23078213,residential,,,,6,12.949525783333334,77.5953664,50
23078223,residential,,,,6,12.9506119,77.59493536666666,50
23078226,residential,,,,5,12.950906219999998,77.5945451,55
23078244,tertiary,,,,8,12.9493865375,77.596297375,49
23078462,residential,,,,3,12.951719933333331,77.59566156666666,55
23078463,residential,,,,3,12.952052766666668,77.5975372,55
23081405,residential,,,,4,12.958753475,77.5860583,55
23081414,residential,,,,12,12.957362516666668,77.58431126666666,50
23081438,residential,,,,6,12.957995833333332,77.58541196666665,50
23081442,living_street,,,,12,12.956896466666668,77.58486984166667,55
23081473,tertiary,,,,9,12.96237947777778,77.58376776666667,49
23081478,residential,,,,2,12.95861705,77.58568650000001,55
23081479,residential,,,,5,12.96058456,77.58675832,55
23081501,residential,,,,6,12.960333583333332,77.58062005000001,50
23081504,residential,,,,8,12.961086925,77.5797839,50
23081522,tertiary,,,,4,12.962573525,77.57985935,54
23081545,residential,,,,5,12.96100434,77.58122592,55
23081548,residential,,,,4,12.959843025,77.581027975,55
23081574,residential,,,,4,12.960123675,77.5793902,55
23081595,residential,,,,20,12.96305874,77.58194494,50
23081608,primary,,,separate,6,12.963452383333331,77.58065835000001,45
23081621,tertiary,,,,6,12.9580535,77.58011798333334,49
23081624,residential,,,,5,12.9569189,77.58090935999999,55
23081648,residential,,,,10,12.95850182,77.57828992,50
23081665,residential,,,,6,12.958392366666668,77.57907998333333,50
23081668,residential,,,,3,12.958510566666666,77.5787699,55
23081686,residential,,,,3,12.958140833333331,77.57932503333335,55
23081923,residential,,,,14,12.954585142857145,77.57785057857143,50
23081987,residential,,,,7,12.951601371428572,77.57873338571429,50
23081988,residential,,,,7,12.952215128571428,77.57929534285714,50
23081989,residential,,,,7,12.9525194,77.5779473,50
23081992,residential,,,,8,12.9523309,77.5786568,50
23081993,residential,,,,4,12.953465825,77.57896865000001,55
23082074,residential,,,,12,12.951148033333332,77.58144956666666,50
23082200,residential,,,,7,12.95129532857143,77.57448292857144,50
23082237,residential,,,,10,12.9578584,77.57632136,50
23082245,residential,,,,2,12.95795335,77.57661855,55
23082256,residential,,,,11,12.95756630909091,77.57663274545455,50
23082258,residential,,,,6,12.958339316666668,77.5770634,50
23118018,residential,20.0,,,10,12.95915891,77.56504451,70
23118030,residential,,,,11,12.960053145454545,77.56775871818182,50
23118039,residential,,,,9,12.958308288888889,77.56458628888889,50
23118067,tertiary,,,,16,12.9587916,77.56729319375,49
23118073,tertiary,,,,12,12.957949291666669,77.56634365000001,49
23118080,residential,,,,4,12.960781,77.56261707499999,55
23118110,residential,,,,13,12.95895066923077,77.55750976153845,50
23118212,residential,,,,7,12.957418571428573,77.56334421428572,50
23118214,residential,,,,6,12.9613003,77.56524183333333,50
23118240,residential,,,,9,12.956767877777777,77.55497563333333,50
23118242,tertiary,,,,26,12.955709080769232,77.55404752692309,49
23118388,tertiary,,,,6,12.949123733333332,77.55516949999999,49
23118391,residential,,,,7,12.954678842857144,77.55817594285713,50
23118392,residential,,,,4,12.954755475,77.55786745,55
23118397,residential,,,,7,12.953559457142855,77.55794667142857,50
23118398,residential,,,,7,12.953567171428572,77.5576968142857,50
23118710,residential,,,,10,12.95070978,77.55143128,50
23118870,residential,,,,13,12.956840346153848,77.55628433076923,50
23134654,tertiary,,,separate,8,12.955105175,77.5936320625,49
23134706,residential,,,,24,12.957858045833332,77.589927525,50
23134709,residential,,,,9,12.95976418888889,77.58499906666667,50
23217833,primary,,,,2,12.96219065,77.64164185,50
23415702,secondary,,yes,separate,10,12.97842813,77.64347524,63
23443806,primary,40.0,,separate,18,12.967863922222222,77.61224211666666,55
23494469,pedestrian,,,,17,12.964555011764704,77.58004870588236,58
23515292,residential,,,,31,12.96503006451613,77.58058997741936,50
23515540,tertiary,,,,11,12.976937463636364,77.57788035454546,49
23515739,tertiary,,,separate,8,12.9758058,77.581406125,49
23515741,tertiary,,,,10,12.98013801,77.60379144,49
23598007,tertiary,,,,2,12.9731215,77.6469433,54
24296042,residential,20.0,yes,both,15,12.967666166666667,77.60770892000001,95
24403215,secondary,,yes,both,27,12.96814338888889,77.65206673333333,73
24403273,tertiary,,,,2,12.96858455,77.64138134999999,54
24403280,tertiary,,,,4,12.97021295,77.641531625,54
24825269,residential,,,,2,12.9536629,77.6485303,55
24825315,residential,,,,3,12.955094166666669,77.64893673333333,55
24825320,residential,,,,3,12.9567514,77.6493356,55
24825346,tertiary,,,,2,12.9633623,77.64162565000001,54
24837079,tertiary,,,,18,12.953514972222225,77.64329038333334,49
26139254,residential,,,,7,12.976888771428571,77.57641968571428,50
26176729,residential,,,,2,12.95378415,77.64898455,55
26179360,primary_link,,,,2,12.96053,77.64163205,55
26179365,primary,,yes,,7,12.9675117,77.58838932857144,60
26179372,residential,,yes,no,5,12.969605480000002,77.64354312,65
26283603,secondary,,,separate,3,12.972365466666666,77.59412886666667,53
26283651,secondary,40.0,,,16,12.973631175,77.60139959375,58
26283723,tertiary,,,separate,9,12.981356,77.60605679999999,49
26283729,tertiary,,,,15,12.983338966666668,77.60347464,49
26283761,secondary,,,both,7,12.979886657142856,77.61410435714286,58
26283801,secondary,,,,23,12.97816384347826,77.6187400826087,48
26283961,tertiary,,,separate,10,12.982354269999998,77.63915677,49
26284024,residential,,,,6,12.964042933333332,77.63852093333334,50
26284092,tertiary,,,,8,12.9695139,77.62994061250001,49
26284129,tertiary,,,,12,12.974039166666666,77.62597463333333,49
26284140,tertiary,,,,4,12.9688822,77.6289877,54
26284183,residential,,,,22,12.973408268181815,77.62886038181819,50
26284196,tertiary,,,,3,12.9654399,77.63531776666666,54
26284245,residential,,,,2,12.9541658,77.6487549,55
26807590,tertiary,,,,33,12.989762057575756,77.61049495757577,49
26807821,tertiary,,,,3,12.984643,77.60162820000001,54
26807831,tertiary,,,,17,12.985158241176473,77.60356850588235,49
26807897,tertiary,,,,2,12.9855111,77.60549639999999,54
26807972,primary,,,separate,14,12.984361642857142,77.59101541428572,45
26808007,primary,,,both,4,12.98387325,77.597101325,60
26808103,secondary,,,,10,12.98112581,77.57502425999999,48
26808195,primary,,,,11,12.989550463636364,77.57305961818182,45
27007398,primary,50.0,,both,30,12.96940158,77.61232233000001,65
27227507,primary,,,separate,14,12.976148914285714,77.64102708571428,45
27227541,primary,,,,7,12.96053162857143,77.64162115714285,45
27227737,residential,,yes,,20,12.95651066,77.64886838,65
27227897,residential,,,both,21,12.958689809523808,77.64538488571428,60
27227959,primary_link,,,,11,12.961264154545455,77.64129014545455,50
27877533,residential,,,,13,12.960237507692309,77.63846836923076,50
27877535,residential,,,,7,12.959135342857142,77.64101767142857,50
27888395,residential,,,,3,12.959173066666668,77.6406355,55
27946046,unclassified,10.0,,both,17,12.971222864705885,77.61239876470589,80
27946060,residential,30.0,,,8,12.9705476875,77.613633875,70
27946077,unclassified,20.0,,,10,12.96974132,77.61507256,70
27946093,tertiary,,,separate,13,12.96742539230769,77.61414553076924,49
27946101,secondary,,,left,15,12.958766553333334,77.62049285333333,58
27946186,tertiary,,,,11,12.95692779090909,77.60169917272728,49
28126584,tertiary,,,,52,12.952468098076924,77.61005675192308,39
28126587,tertiary,,,,14,12.954261914285714,77.61619479285714,49
28126657,tertiary,,,,16,12.95583075625,77.617182075,49
28126801,residential,,,,23,12.969329295652177,77.60878627391304,50
28126844,tertiary,,yes,,11,12.965394209090908,77.61425475454546,64
28137491,primary,,yes,both,15,12.966920353333334,77.61610124666666,70
28436338,residential,,,,6,12.958706316666666,77.63968946666667,50
28436340,residential,,,,5,12.95935872,77.63977152,55
28436934,residential,,,,2,12.9594989,77.63883505000001,55
28437686,residential,,,,2,12.95896965,77.64016135,55
28437709,residential,,,,4,12.9610881,77.6352941,55
28437710,residential,,,,3,12.960487166666669,77.63993733333334,55
28449770,tertiary,,,,11,12.9583794,77.61208554545455,49
28451729,primary,,,,2,12.96483035,77.59700495,50
28451813,primary,,,,3,12.9605474,77.64193373333333,50
28451872,primary_link,,,,17,12.961005847058823,77.64273284117647,50
28477133,tertiary,,,separate,14,12.959659685714286,77.64172584285714,49
28477329,residential,,,,4,12.961748225,77.636519025,55
28631871,service,,,,15,12.977378146666666,77.57233510666667,50
28631881,primary,,yes,,9,12.976395466666666,77.57455986666668,60
28631978,service,,,,14,12.976728157142857,77.573888,50
28678738,residential,,,,4,12.95586385,77.642152425,55
28678742,residential,,,,4,12.95531775,77.641915775,55
28678743,residential,,,,2,12.9551702,77.64270925,55
28678745,residential,,,,2,12.95552065,77.64267185,55
28709352,tertiary,,,,6,12.958251583333334,77.64046336666667,49
28709469,primary,,,,2,12.9604721,77.64248735,50
28709481,primary,,yes,separate,19,12.960244742105264,77.64550587368421,60
28709483,primary,,,,2,12.9606321,77.64249975,50
28710343,residential,,,,8,12.961609775,77.6372217875,50
28710675,residential,,,,2,12.95738825,77.6447017,55
28834026,residential,,,,2,12.96313935,77.63808345,55
28834027,residential,,,,4,12.96263775,77.63779625,55
28842919,secondary,,,,2,12.95039455,77.6033865,53
28842920,secondary,,,,13,12.951575915384616,77.60400768461538,48
28914039,residential,,,,3,12.959300466666669,77.6375381,55
28914086,tertiary,,,,4,12.967493325,77.6371767,54
28914115,tertiary,,,,17,12.95638278235294,77.63893007647059,49
28914148,tertiary,,,,9,12.959478066666668,77.64142803333333,49
30332639,primary,30.0,,,2,12.96602535,77.59800824999999,70
30332854,secondary_link,,,separate,6,12.976251716666669,77.60105066666667,50
30810604,secondary,,,,14,12.989526464285715,77.61751962857143,48
30877924,primary,,yes,,15,12.982392046666666,77.63410206666667,60
31227327,pedestrian,,,,23,12.9497792,77.58673324782609,58
31227330,footway,,,,3,12.949805133333331,77.58658343333333,65
31227345,pedestrian,,,,9,12.94953871111111,77.58533173333333,58
31227352,footway,,yes,,13,12.950275007692309,77.58481695384616,75
31227356,footway,,,,16,12.95050940625,77.5836839625,60
31227359,footway,,,,4,12.949832025,77.583685425,65
31227860,footway,,no,,10,12.95048847,77.58387946,50
31227865,footway,,,,4,12.950585475,77.58346455,65
31227871,footway,,no,,2,12.9506857,77.5839129,55
31227875,footway,,,,35,12.950682082857144,77.58308541428572,60
31228175,footway,,,,5,12.95304342,77.58513788,65
31228184,footway,,,,4,12.95147145,77.58563625,65
31228188,footway,,,,15,12.95166544,77.58482584,60
31228639,primary_link,,,,10,12.96102865,77.6401962,50
31228643,primary_link,,,,2,12.96143815,77.64052545000001,55
31229962,primary_link,,,,3,12.960711666666668,77.64219256666667,55
31229972,residential,,,,6,12.962536716666667,77.64256045,50
31229974,primary_link,,,,5,12.960753059999998,77.64247895999999,55
31229978,primary_link,,,,4,12.96080885,77.64101625,55
31229985,primary_link,,,,11,12.961364454545452,77.64259148181817,50
31231511,residential,,,,5,12.95810246,77.63980899999999,55
31231513,residential,,,,11,12.957783327272727,77.63741858181818,50
31231514,residential,,,,2,12.9579999,77.63903495,55
31231515,residential,,,,2,12.95814825,77.63753435,55
31231516,residential,,,,2,12.9581825,77.63721885000001,55
31231517,residential,,,,2,12.95821475,77.6369216,55
31231518,residential,,,,2,12.95824565,77.63663700000001,55
31231519,residential,,,,4,12.958747425,77.636370875,55
31231520,living_street,,,,9,12.957437233333334,77.63600321111112,55
31231521,residential,,,,3,12.956780933333334,77.63671413333334,55
31231522,living_street,,,,2,12.9570679,77.63649745000001,60
31231523,living_street,,,,2,12.957340899999998,77.6364642,60
31231524,living_street,,,,3,12.957591366666668,77.63643703333334,60
31231525,residential,,,,5,12.95729058,77.63689876000001,55
31231526,residential,,,,5,12.95921638,77.63605903999999,55
31231527,residential,,,,7,12.959632357142857,77.63717047142858,50
31231528,residential,,,,7,12.960052057142857,77.63613071428571,50
31231529,residential,,,,3,12.958860666666666,77.63558423333333,55
31231530,residential,,,,3,12.959317266666666,77.63654293333333,55
31231531,residential,,,,3,12.959065966666666,77.63700093333334,55
31231532,residential,,,,2,12.95964525,77.63664059999999,55
31231533,residential,,,,4,12.96039565,77.63497155,55
31231534,tertiary,,yes,,3,12.960897433333336,77.6370592,69
31231535,residential,,,,3,12.960656233333331,77.63505646666667,55
31231536,residential,,,,2,12.96060425,77.6353727,55
31231537,residential,,,,2,12.9581136,77.63785385,55
31231538,residential,20.0,,,6,12.957930366666666,77.6406861,70
31231540,residential,,,,3,12.962032799999998,77.63522646666667,55
31231541,residential,,,,7,12.962490242857143,77.6346422142857,50
31231544,residential,,,,3,12.961594,77.6368029,55
31235660,footway,,,,11,12.977552972727272,77.56840824545453,60
31235668,footway,,,,3,12.9776511,77.57104983333333,65
31235669,primary,,,,2,12.980336950000002,77.57231975,50
31235670,primary,,,,2,12.98054595,77.5734486,50
31235671,service,,,,3,12.977026866666668,77.57096636666667,55
31235673,service,,,,38,12.978018505263158,77.57238710526315,50
31235674,service,,,,49,12.97812938979592,77.57237588163265,50
31235676,service,,,,10,12.97797707,77.57328529,50
31235684,steps,,,,2,12.9772181,77.57310645,55
31235686,service,,,,13,12.977947361538462,77.57010320769231,50
31756240,tertiary,,,,15,12.979163166666666,77.64339566,49
31855470,tertiary,,,,4,12.98411615,77.6046747,54
31855471,tertiary,,,,7,12.984754471428571,77.60512687142857,49
31855573,residential,,,,5,12.95563676,77.63993651999999,55
35133687,residential,,yes,both,8,12.970865725,77.6434666125,75
35133711,residential,,yes,,6,12.971778933333333,77.64185293333334,65
35133712,residential,,,,5,12.96953818,77.64202012000001,55
35277207,tertiary,,yes,both,8,12.9894131875,77.5942807625,74
36054475,residential,,yes,,13,12.975738046153849,77.64398529230769,65
36054478,residential,,yes,,9,12.976705144444445,77.64308811111111,65
36054710,residential,,,,11,12.977251418181815,77.64381861818183,50
36054711,residential,,,,7,12.97773507142857,77.64259122857142,50
36054712,residential,,,,5,12.9759277,77.64604506,55
36054713,residential,,,,2,12.9762824,77.64546999999999,55
36054714,residential,,yes,,6,12.974910716666663,77.64170938333334,65
36054715,residential,,,,2,12.9761797,77.64224645,55
36054716,residential,,,,3,12.976539733333333,77.64282633333333,55
36054717,residential,,,both,7,12.9754373,77.64347781428572,60
36054718,residential,,,,4,12.97788755,77.64158775,55
36054720,residential,,yes,,4,12.9779797,77.64421495,70
36054721,residential,,yes,,5,12.97508014,77.64405762,70
36054723,residential,,,,4,12.97458745,77.64507365,55
36054724,residential,,,,4,12.97455095,77.646191425,55
36054773,residential,,no,,4,12.978558575,77.6428698,45
36054774,residential,,no,,3,12.979005566666666,77.64297273333334,45
36257667,tertiary,,,,30,12.975148373333331,77.62295917666667,49
36327857,residential,,,,8,12.9718966125,77.6432269625,50
36327858,residential,,,,2,12.9696564,77.6427803,55
36327860,residential,,,,2,12.96906605,77.64280145000001,55
36327863,residential,,,,4,12.9680412,77.642756175,55
36327866,residential,,,,3,12.9672088,77.64232786666666,55
36327868,residential,,,,6,12.966470616666667,77.64267756666668,50
36327869,residential,,yes,no,9,12.966973233333334,77.64097357777777,60
36327870,residential,,,,7,12.964423528571428,77.6422486142857,50
36327871,residential,,,,2,12.9631898,77.6436123,55
36327872,residential,,,,4,12.9629759,77.64218925,55
36327875,footway,,,,6,12.9754386,77.6449539,60
36332256,residential,,,,4,12.973830925,77.608013,55
36332257,residential,,,separate,16,12.97420386875,77.6043821125,50
36332258,unclassified,,,,6,12.975479733333332,77.60416255,50
36435949,tertiary,,,,12,12.968571266666666,77.63122765833333,49
36436967,tertiary,,,,3,12.973851733333332,77.64110673333333,54
36721603,secondary,,yes,,2,12.98266225,77.56158825,68
36733530,primary,,,,2,12.98514815,77.5721619,50
36846296,primary,,,,4,12.987788575,77.587414975,50
36851615,primary,,,no,2,12.96510335,77.5988859,45
36851745,primary_link,,,,12,12.967882675,77.58939601666667,50
36851759,primary,25.0,,separate,20,12.969764369999998,77.59442234000001,65
36852351,primary,50.0,yes,,17,12.965857411764706,77.59553256470588,70
36852353,primary,30.0,yes,no,7,12.96440247142857,77.59694451428571,75
36853145,primary,,,,8,12.95142555,77.590527825,45
36853146,primary,,yes,separate,11,12.9573262,77.59277583636364,60
36853150,primary,20.0,,separate,4,12.96583825,77.59770745,70
36853688,secondary,40.0,,separate,23,12.970065847826088,77.61691600869565,58
36882310,unclassified,20.0,yes,,7,12.975529742857145,77.59202681428572,85
36882311,unclassified,25.0,,both,14,12.973390778571428,77.59245119285715,80
36882312,service,,,,3,12.974447966666666,77.5909602,55
36882313,secondary,,,separate,2,12.97187325,77.5936313,53
36883288,tertiary,,,separate,11,12.985193954545451,77.5887906909091,49
36883291,residential,,,,5,12.97104466,77.60029746000001,55
36883836,residential,,,,17,12.985212752941177,77.6002018117647,50
36883837,residential,,,,11,12.987906072727272,77.60203078181819,50
36884366,primary,,,,3,12.980131433333334,77.57133903333333,50
36884551,primary,40.0,,,9,12.980638566666666,77.57603982222221,55
36884553,secondary_link,,,,9,12.980940366666664,77.5747659,50
36884555,secondary,,,,3,12.983895866666666,77.57823406666667,53
36884557,secondary,,,,15,12.983929926666669,77.58084936,48
36884558,residential,,,,3,12.9886498,77.57860373333334,55
36884559,residential,,,,9,12.983956355555556,77.57588531111111,50
36884561,tertiary,,,separate,14,12.978370792857143,77.58095817142858,49
36885143,secondary,,,,14,12.964468992857144,77.57188346428572,48
36885144,trunk,,,,18,12.964113455555555,77.57716968333334,40
36897653,residential,,,,15,12.96875654,77.58314309333333,50
36897655,tertiary,,,,30,12.966797303333331,77.58091724666666,49
36897656,tertiary,,,,41,12.969035892682928,77.58423317560975,49
36897657,tertiary,,,,14,12.972474842857142,77.57453730714285,49
36897658,secondary,30.0,,,16,12.97198470625,77.5703010625,68
36897659,tertiary,,,,5,12.96773538,77.57602734,54
36897660,residential,,,,8,12.9668695375,77.5760784,50
36897661,residential,,,,4,12.967049125,77.576521425,55
36897662,residential,,,,13,12.968880892307691,77.58081227692308,50
36897663,residential,,,,17,12.970875411764707,77.57818322941176,50
36897664,residential,,,,7,12.973586357142858,77.57394858571429,50
36897665,tertiary,,,,8,12.971035925,77.5719823875,49
36897666,residential,,,,17,12.972285270588236,77.5787765117647,50
36897667,residential,,,,4,12.961160825,77.56442945,55
36897668,living_street,,,,3,12.9641387,77.58342766666667,60
36897669,living_street,,,,7,12.9642498,77.58324707142857,55
36897670,living_street,,,,4,12.964353425,77.583717525,60
36897671,residential,,,,5,12.9642399,77.5834457,55
36897672,residential,,,,3,12.964701366666668,77.5832098,55
36897673,residential,,,,4,12.964234975,77.582730025,55
36897674,residential,,,,4,12.9642715,77.58223244999999,55
36897675,residential,,,,3,12.965189833333334,77.58295876666666,55
36897676,residential,,,,4,12.964307025,77.5818115,55
36897677,residential,,,,10,12.96516334,77.58170093,50
36897678,residential,,,,7,12.964783628571428,77.5811976,50
36897679,primary,,,,5,12.96378302,77.5850018,50
36897680,trunk,,,,8,12.9637163625,77.5818648125,40
36897681,residential,,,,5,12.96303438,77.58111046,55
36897683,residential,,,,7,12.961601742857145,77.5825571142857,50
36897684,primary,,,,6,12.96437685,77.5772065,45
36897685,secondary,,,,17,12.966013023529412,77.57010065882353,48
36897686,secondary,,,,7,12.963651685714286,77.56782869999999,48
36897687,tertiary,,,,9,12.965258166666668,77.56622912222223,49
36897688,residential,,,,6,12.96505145,77.56892956666667,50
36897689,secondary,,,,35,12.969993588571429,77.56862394285713,48
36897690,secondary,,,right,4,12.980795775,77.57691514999999,63
36897691,tertiary,,,,8,12.9790828125,77.5759602875,49
36897692,residential,,,,6,12.97799345,77.57949761666667,50
36897693,residential,,,,7,12.978052285714286,77.57789565714286,50
36897694,residential,,,,5,12.9785641,77.57828536,55
36897695,residential,,,,6,12.972010333333332,77.57793711666666,50
36897696,residential,,,,5,12.97984972,77.57607696,55
36897697,residential,,,,2,12.97949,77.57600285000001,55
36897698,residential,,,,3,12.979499866666666,77.5765316,55
36897699,residential,,,,2,12.977476,77.5786155,55
36897700,residential,,,,2,12.977809,77.5776886,55
36897701,residential,,,,5,12.97203166,77.57867506,55
36897702,residential,,,,9,12.971673422222224,77.57780845555556,50
36897703,primary,,yes,both,6,12.961064983333335,77.5940529,70
36897704,primary,,yes,separate,7,12.966326342857144,77.58750592857143,60
36897705,primary,,,separate,5,12.965175679999998,77.5871834,50
36907507,primary,,yes,separate,14,12.974034692857144,77.57887428571429,60
36907508,residential,,,,4,12.9616322,77.583396225,55
36907510,residential,,,,11,12.969583636363636,77.5847361,50
36907511,residential,,,,2,12.96733955,77.58685615,55
36907513,residential,,,,2,12.96767765,77.58636555,55
36907514,residential,,,,2,12.9678229,77.5861745,55
36907515,residential,,,,3,12.9679613,77.58590773333333,55
36907516,residential,,,,2,12.96825245,77.58553309999999,55
36907517,residential,,,,4,12.968647,77.585157575,55
36907518,residential,,,,2,12.96897625,77.58475705000001,55
36907519,residential,,,,2,12.96934145,77.58435415,55
36907520,residential,,,,2,12.9696885,77.58397885,55
36907521,residential,,,,4,12.970533625,77.5836535,55
36907522,residential,,,,2,12.9704567,77.5831861,55
36907523,residential,,,,2,12.9708467,77.58279715,55
36907524,residential,,,,2,12.97112905,77.58249275,55
36907525,residential,,,,3,12.9712788,77.58227373333334,55
36907526,residential,,,,2,12.97151215,77.58202535000001,55
36907527,residential,,,,2,12.9717388,77.58172640000001,55
36907528,residential,,,,2,12.9719248,77.5814229,55
36907529,residential,,,,24,12.9676043,77.58181040833334,50
36907530,residential,,,,4,12.9644222,77.58037725,55
36907531,residential,,,,19,12.965716131578947,77.5806927368421,50
36907532,residential,,,,11,12.9667565,77.57839897272727,50
36907533,residential,,,,5,12.968271519999998,77.58032636,55
36907534,residential,,,,8,12.9679641625,77.580696425,50
36907535,residential,,,,8,12.9677244,77.581361975,50
36907536,residential,,,,11,12.966345827272727,77.58491063636365,50
36907537,residential,,,,5,12.965289899999998,77.58025798,55
36907538,residential,,,,4,12.965746775,77.579107225,55
36907539,residential,,,,5,12.9663566,77.58031747999999,55
36907540,residential,,,,7,12.969436285714284,77.58147207142858,50
36907541,residential,,,,13,12.97049843846154,77.58167170769231,50
36907542,residential,,,,4,12.969002225,77.582018875,55
36907543,residential,,,,2,12.970158,77.5827305,55
36907544,residential,,,,3,12.969407933333336,77.5831123,55
36907545,residential,,,,15,12.966855006666666,77.58455108666666,50
36907546,residential,,,,5,12.96862912,77.5833979,55
36907547,residential,,,,10,12.96767404,77.58401701,50
36907548,residential,,,,4,12.968029675,77.58388085,55
36907549,residential,,,,8,12.9678700875,77.5802402875,50
36907550,residential,,,,7,12.967872814285714,77.57990087142856,50
36907552,residential,,,,6,12.9686177,77.58007996666667,50
36907553,residential,,,,4,12.9683751,77.580685625,55
36907554,residential,,,,3,12.968067499999998,77.58048066666667,55
36907555,residential,,,,2,12.96727875,77.58057310000001,55
